"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Raticate","Bite","Hyper Fang","10.077","173.4","20.52","1730"
"Talonflame","Steel Wing","Fire Blast","10.077","239","22.24","2205"
"Galarian Weezing","Fairy Wind","Overheat","10.076","263.9","22.79","2293"
"Morgrem","Bite","Foul Play","10.075","145.6","19.64","1442"
"Dudunsparce","Rollout","Rock Slide","10.073","326.4","24.03","2739"
"Golisopod","Shadow Claw","Aqua Jet","10.073","330.2","24.1","3162"
"Heatmor","Lick","Thunder Punch","10.073","214.4","21.64","2395"
"Shadow Quagsire","Water Gun","Stone Edge","10.073","212.6","21.59","1992"
"Armored Mewtwo","Iron Tail","Future Sight","10.072","469","26.31","3187"
"Shadow Koffing","Acid","Sludge Bomb","10.072","122.7","18.82","1214"
"Stoutland","Take Down","Wild Charge","10.072","293.3","23.4","2827"
"Shadow Mightyena","Bite","Poison Fang","10.071","160.1","20.11","1926"
"Silvally","Bite","X-Scissor","10.071","343.9","24.35","2950"
"Drapion","Poison Sting","Return","10.07","283.6","23.2","2453"
"Shadow Marowak","Mud Slap","Dig","10.07","199","21.23","1835"
"Pinsir","Bug Bite","Vise Grip","10.069","245","22.36","2959"
"Golbat","Wing Attack","Shadow Ball","10.068","225.9","21.91","1976"
"Shadow Quilava","Ember","Flame Charge","10.067","136.3","19.31","1653"
"Drapion","Poison Sting","Crunch","10.066","283.5","23.19","2453"
"Silvally","Bite","Iron Head","10.066","343.7","24.33","2950"
"Slowking","Water Gun","Blizzard","10.066","314.6","23.8","2545"
"Walrein","Waterfall","Water Pulse","10.066","342.9","24.32","2726"
"Mew","Waterfall","Gyro Ball","10.064","377.1","24.9","3265"
"Shadow Glalie","Frost Breath","Gyro Ball","10.064","211.2","21.54","2105"
"Shadow Pupitar","Rock Smash","Ancient Power","10.064","161.1","20.13","1766"
"Galvantula","Fury Cutter","Energy Ball","10.063","186.7","20.89","2206"
"Sandslash","Sand Attack","Bulldoze","10.063","260.1","22.69","2374"
"Hisuian Avalugg","Tackle","Crunch","10.062","408.1","25.39","3457"
"Golduck","Confusion","Ice Beam","10.061","253.3","22.54","2450"
"Talonflame","Steel Wing","Hurricane","10.06","238.5","22.2","2205"
"Doublade","Psycho Cut","Gyro Ball","10.059","259.2","22.66","2443"
"Starmie","Quick Attack","Thunder","10.059","236.2","22.14","2584"
"Noctowl","Extrasensory","Sky Attack","10.058","286.5","23.23","2024"
"Appletun","Astonish","Seed Bomb","10.056","288.8","23.28","2452"
"Weezing","Tackle","Shadow Ball","10.056","263.4","22.75","2293"
"Rabsca","Confusion","Dig","10.055","264","22.76","2623"
"Tangela","Infestation","Sludge Bomb","10.055","228.5","21.95","2238"
"Gurdurr","Low Kick","Brick Break","10.054","221.4","21.78","2169"
"Hitmontop","Counter","Stone Edge","10.054","235.4","22.12","2156"
"Shadow Blitzle","Quick Attack","Thunderbolt","10.053","65.7","16.07","882"
"Shadow Pupitar","Rock Smash","Dig","10.053","160.9","20.11","1766"
"Raichu","Volt Switch","Trailblaze","10.052","196.9","21.15","2182"
"Girafarig","Confusion","Mirror Coat","10.051","193","21.04","2046"
"Stoutland","Lick","Crunch","10.051","292.7","23.35","2827"
"Swanna","Air Slash","Ice Beam","10.051","201","21.25","2088"
"Shadow Dragonair","Dragon Breath","Wrap","10.05","149.1","19.72","1780"
"Mightyena","Fire Fang","Crunch","10.049","191.7","21","1926"
"Marshtomp","Mud Shot","Surf","10.048","193","21.03","1776"
"Bronzong","Metal Sound","Heavy Slam","10.047","289.3","23.27","2239"
"Drizzile","Water Gun","Water Pulse","10.047","158.9","20.03","1894"
"Vivillon","Struggle Bug","Aerial Ace","10.047","168.7","20.34","1855"
"Crobat","Air Slash","Air Cutter","10.046","286.6","23.22","2646"
"Hippowdon","Thunder Fang","Body Slam","10.046","364.8","24.66","3085"
"Perrserker","Shadow Claw","Close Combat","10.046","230.8","21.99","2386"
"Trumbeak","Rock Smash","Drill Peck","10.046","129.1","19.02","1478"
"Eldegoss","Razor Leaf","Grass Knot","10.045","267.8","22.83","1995"
"Gourgeist - Super Size","Razor Leaf","Fire Blast","10.045","319.2","23.85","2633"
"Cradily","Bullet Seed","Grass Knot","10.044","313.2","23.74","2211"
"Ambipom","Scratch","Low Sweep","10.043","215.8","21.62","2418"
"Magnemite","Volt Switch","Discharge","10.043","102.4","17.94","1362"
"Eelektrik","Spark","Discharge","10.042","179.9","20.66","1715"
"Alolan Graveler","Rock Throw","Stone Edge","10.041","200.8","21.23","1897"
"Combusken","Ember","Flamethrower","10.041","154","19.87","1652"
"Forretress","Bug Bite","Return","10.041","300.5","23.48","2282"
"Graveler","Rock Throw","Stone Edge","10.041","200.8","21.23","1897"
"Mew","Waterfall","Energy Ball","10.041","376.3","24.84","3265"
"Plusle","Quick Attack","Grass Knot","10.041","170.6","20.39","1778"
"Cofagrigus","Shadow Claw","Psychic","10.04","291.5","23.3","2273"
"Oranguru","Zen Headbutt","Future Sight","10.04","320.2","23.86","2450"
"Shadow Sandslash","Metal Claw","Rock Tomb","10.04","216.2","21.63","2374"
"Pyroar","Take Down","Solar Beam","10.038","245.6","22.33","2767"
"Zygarde (10% Forme)","Zen Headbutt","Hyper Beam","10.038","208.2","21.42","2375"
"Shadow Grotle","Bite","Body Slam","10.037","179.8","20.65","1890"
"Feraligatr","Bite","Crunch","10.036","301.1","23.49","2857"
"Shadow Registeel","Metal Claw","Zap Cannon","10.036","356.9","24.51","2447"
"Zweilous","Bite","Dark Pulse","10.036","199.5","21.19","1839"
"Zweilous","Dragon Breath","Dark Pulse","10.036","199.5","21.19","1839"
"Dugtrio","Mud Slap","Earthquake","10.034","132.5","19.13","1567"
"Lairon","Iron Tail","Heavy Slam","10.034","252.1","22.47","2056"
"Shelgon","Dragon Breath","Flamethrower","10.032","210.7","21.48","2031"
"Beedrill","Infestation","Return","10.031","179.7","20.64","1846"
"Shadow Porygon","Hidden Power (Fire)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Fighting)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Water)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Flying)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Grass)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Poison)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Electric)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Ground)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Psychic)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Rock)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Ice)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Bug)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Dragon)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Ghost)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Dark)","Hyper Beam","10.031","155.9","19.92","1720"
"Shadow Porygon","Hidden Power (Steel)","Hyper Beam","10.031","155.9","19.92","1720"
"Starmie","Hidden Power (Water)","Thunder","10.031","235.5","22.08","2584"
"Starmie","Hidden Power (Psychic)","Thunder","10.031","235.5","22.08","2584"
"Nuzleaf","Razor Leaf","Grass Knot","10.03","121.1","18.69","1227"
"Kangaskhan","Low Kick","Outrage","10.029","310.7","23.66","2586"
"Scrafty","Counter","Power-Up Punch","10.029","293.6","23.33","2283"
"Alolan Ninetales","Feint Attack","Ice Beam","10.028","277.9","23.01","2309"
"Aggron","Dragon Tail","Thunder","10.027","353.9","24.44","3000"
"Duosion","Hidden Power (Psychic)","Thunder","10.026","146.1","19.59","2018"
"Shadow Shelgon","Dragon Breath","Twister","10.026","175.4","20.51","2031"
"Carracosta","Water Gun","Body Slam","10.025","286.1","23.17","2621"
"Shadow Bulbasaur","Tackle","Power Whip","10.025","104.5","18.01","1115"
"Nuzleaf","Razor Leaf","Leaf Blade","10.024","121","18.68","1227"
"Shadow Luxio","Spark","Crunch","10.023","108.4","18.18","1486"
"Zygarde (10% Forme)","Bite","Crunch","10.023","207.9","21.39","2375"
"Alolan Marowak","Hex","Shadow Ball","10.022","237.7","22.12","1835"
"Frigibax","Dragon Breath","Avalanche","10.022","125","18.84","1247"
"Mew","Cut","Thunder","10.022","375.6","24.8","3265"
"Shadow Teddiursa","Scratch","Cross Chop","10.022","106.4","18.09","1328"
"Slowbro","Confusion","Ice Beam","10.022","313.3","23.7","2545"
"Weezing","Infestation","Shadow Ball","10.022","262.5","22.67","2293"
"Ludicolo","Razor Leaf","Blizzard","10.02","272.3","22.88","2323"
"Gastrodon - East Sea","Hidden Power (Water)","Earthquake","10.019","284.5","23.13","2324"
"Gastrodon - East Sea","Hidden Power (Ground)","Earthquake","10.019","284.5","23.13","2324"
"Gastrodon - West Sea","Hidden Power (Water)","Earthquake","10.019","284.5","23.13","2324"
"Gastrodon - West Sea","Hidden Power (Ground)","Earthquake","10.019","284.5","23.13","2324"
"Klefki","Tackle","Play Rough","10.019","221.2","21.72","1949"
"Parasect","Struggle Bug","Solar Beam","10.019","190.3","20.92","1859"
"Rufflet","Peck","Brave Bird","10.019","145.6","19.56","1491"
"Mew","Volt Switch","Dark Pulse","10.018","375.4","24.79","3265"
"Shadow Machop","Rock Smash","Cross Chop","10.018","105.1","18.03","1278"
"Gothitelle","Confusion","Rock Slide","10.017","286","23.15","2419"
"Shadow Golbat","Bite","Air Cutter","10.017","187.3","20.83","1976"
"Klinklang","Thunder Shock","Flash Cannon","10.016","270.6","22.84","2637"
"Toxicroak","Mud Shot","Mud Bomb","10.015","216","21.58","2488"
"Beautifly","Struggle Bug","Silver Wind","10.014","133.5","19.13","1765"
"Girafarig","Confusion","Psychic Fangs","10.014","192.3","20.96","2046"
"Mightyena","Fire Fang","Play Rough","10.014","191","20.93","1926"
"Obstagoon","Counter","Gunk Shot","10.014","329.7","23.99","2652"
"Gogoat","Rock Smash","Rock Slide","10.013","313.3","23.68","2798"
"Tsareena","Charm","Draining Kiss","10.011","278.7","23","2964"
"Masquerain","Infestation","Silver Wind","10.01","214.3","21.53","2270"
"Shadow Sableye","Shadow Claw","Power Gem","10.009","132.9","19.1","1476"
"Charmeleon","Fire Fang","Flame Burst","10.008","162.6","20.09","1653"
"Alcremie","Tackle","Psyshock","10.007","269.5","22.8","2682"
"Alolan Ninetales","Powder Snow","Ice Beam","10.006","277.3","22.96","2309"
"Overqwil","Poison Sting","Scald","10.006","275.1","22.91","2946"
"Shadow Metang","Metal Claw","Gyro Ball","10.006","187.9","20.83","1721"
"Cherrim (Overcast Form)","Razor Leaf","Dazzling Gleam","10.004","218.1","21.62","2048"
"Cherrim (Sunshine Form)","Razor Leaf","Dazzling Gleam","10.004","218.1","21.62","2048"
"Magnemite","Volt Switch","Magnet Bomb","10.004","102","17.87","1362"
"Shadow Gothorita","Pound","Future Sight","10.004","165.2","20.17","1604"
"Alolan Grimer","Poison Jab","Sludge Bomb","10.003","149.4","19.66","1374"
"Grimer","Poison Jab","Sludge Bomb","10.003","149.4","19.66","1374"
"Vigoroth","Scratch","Body Slam","10.003","227.7","21.85","1968"
"Mega Audino","Pound","Hyper Beam","10.002","431.9","25.64","2524"
"Staravia","Wing Attack","Return","10.002","121.8","18.68","1299"
"Galvantula","Volt Switch","Lunge","10.001","185.6","20.76","2206"
"Malamar","Psycho Cut","Hyper Beam","10.001","268.6","22.77","2359"
"Shadow Machop","Low Kick","Brick Break","10.001","104.9","18","1278"
"Shadow Monferno","Ember","Flame Wheel","10","122.8","18.72","1574"
"Cryogonal","Ice Shard","Aurora Beam","9.999","331.5","23.99","2798"
"Avalugg","Ice Fang","Earthquake","9.998","408.7","25.28","3198"
"Meganium","Vine Whip","Earthquake","9.998","308.6","23.57","2410"
"Mew","Pound","Bulldoze","9.998","374.7","24.74","3265"
"Oricorio (Baile Style)","Pound","Air Cutter","9.998","217.6","21.59","2333"
"Oricorio (Pa'u Style)","Pound","Air Cutter","9.998","217.6","21.59","2333"
"Oricorio (Pom-Pom Style)","Pound","Air Cutter","9.998","217.6","21.59","2333"
"Oricorio (Sensu Style)","Pound","Air Cutter","9.998","217.6","21.59","2333"
"Aurorus","Powder Snow","Thunderbolt","9.997","345.8","24.24","2802"
"Lapras","Ice Shard","Blizzard","9.997","382.9","24.87","2641"
"Shadow Forretress","Struggle Bug","Mirror Shot","9.996","249.3","22.34","2282"
"Shadow Monferno","Ember","Low Sweep","9.996","122.8","18.71","1574"
"Shadow Shinx","Tackle","Discharge","9.996","65.3","15.98","876"
"Dugtrio","Mud Slap","Mud Bomb","9.995","132","19.05","1567"
"Shadow Steelix","Dragon Tail","Breaking Swipe","9.995","325.1","23.87","2414"
"Solosis","Hidden Power (Fire)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Fighting)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Water)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Flying)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Grass)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Poison)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Electric)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Ground)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Rock)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Ice)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Bug)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Dragon)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Ghost)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Dark)","Psyshock","9.995","97.2","17.65","1367"
"Solosis","Hidden Power (Steel)","Psyshock","9.995","97.2","17.65","1367"
"Cacnea","Sand Attack","Seed Bomb","9.993","93.8","17.49","1242"
"Glastrier","Take Down","Icy Wind","9.992","396.1","25.07","3895"
"Oranguru","Confusion","Foul Play","9.992","318.7","23.75","2450"
"Tinkaton","Fairy Wind","Heavy Slam","9.992","311.7","23.61","2250"
"Purugly","Shadow Claw","Play Rough","9.991","194","20.97","1953"
"Graveler","Mud Shot","Rock Slide","9.99","199.8","21.13","1897"
"Dragalge","Acid","Hydro Pump","9.989","273.9","22.86","2383"
"Emolga","Quick Attack","Discharge","9.988","158.5","19.93","1633"
"Masquerain","Air Slash","Air Cutter","9.988","213.9","21.49","2270"
"Diancie","Tackle","Moonblast","9.987","316","23.69","2734"
"Alolan Grimer","Bite","Sludge Bomb","9.985","149.1","19.63","1374"
"Dusknoir","Hex","Psychic","9.984","266.5","22.69","2388"
"Seaking","Waterfall","Drill Run","9.984","230.1","21.88","2162"
"Dragalge","Dragon Tail","Aqua Tail","9.983","273.8","22.84","2383"
"Raichu","Charm","Thunder","9.982","195.5","21","2182"
"Shadow Gligar","Wing Attack","Aerial Ace","9.982","204.5","21.24","1857"
"Skarmory","Air Slash","Sky Attack","9.982","297.2","23.32","2108"
"Meowstic - Female","Magical Leaf","Shadow Ball","9.98","244.5","22.2","2124"
"Brambleghast","Bullet Seed","Shadow Sneak","9.979","177.3","20.49","2428"
"Mega Audino","Pound","Dazzling Gleam","9.979","431","25.58","2524"
"Mew","Poison Jab","Bulldoze","9.979","374","24.69","3265"
"Seaking","Waterfall","Ice Beam","9.979","230","21.87","2162"
"Mew","Waterfall","Flash Cannon","9.976","373.8","24.68","3265"
"Shadow Omanyte","Mud Shot","Rock Blast","9.976","122.1","18.66","1544"
"Galarian Slowking","Hex","Surf","9.975","311.8","23.59","2717"
"Klinklang","Thunder Shock","Zap Cannon","9.975","269.5","22.74","2637"
"Barbaracle","Water Gun","Cross Chop","9.974","290.8","23.18","2675"
"Zweilous","Bite","Dragon Pulse","9.974","198.3","21.06","1839"
"Zweilous","Dragon Breath","Dragon Pulse","9.974","198.3","21.06","1839"
"Gourgeist - Small Size","Hex","Poltergeist","9.973","260.7","22.55","2254"
"Lapras","Water Gun","Return","9.972","381.9","24.81","2641"
"Armored Mewtwo","Iron Tail","Dynamic Punch","9.969","464.2","26.04","3187"
"Chesnaught","Low Kick","Gyro Ball","9.969","331.8","23.95","2954"
"Noivern","Air Slash","Heat Wave","9.969","280","22.95","2764"
"Shadow Omanyte","Water Gun","Rock Tomb","9.968","122","18.65","1544"
"Shadow Quilava","Tackle","Flame Charge","9.968","134.9","19.12","1653"
"Glalie","Frost Breath","Shadow Ball","9.965","250.9","22.32","2105"
"Lairon","Iron Tail","Rock Slide","9.965","250.4","22.31","2056"
"Shadow Nidorina","Poison Sting","Sludge Bomb","9.965","145.5","19.48","1309"
"Mew","Rock Smash","Dark Pulse","9.964","373.4","24.65","3265"
"Blastoise","Bite","Hydro Pump","9.963","311.6","23.56","2466"
"Poliwrath","Rock Smash","Submission","9.963","305.5","23.44","2586"
"Beedrill","Poison Jab","Fell Stinger","9.962","178.4","20.49","1846"
"Raichu","Charm","Trailblaze","9.962","195.1","20.96","2182"
"Teddiursa","Lick","Return","9.962","126.9","18.82","1328"
"Gourgeist - Super Size","Hex","Foul Play","9.959","316.5","23.64","2633"
"Shadow Mareep","Thunder Shock","Thunderbolt","9.959","87.2","17.13","991"
"Solosis","Hidden Power (Psychic)","Return","9.959","96.9","17.59","1367"
"Maractus","Poison Jab","Aerial Ace","9.958","196.4","20.98","2274"
"Hisuian Sneasel","Poison Jab","Aerial Ace","9.956","179.1","20.5","2051"
"Shadow Ninetales","Feint Attack","Heat Wave","9.956","226.6","21.75","2279"
"Galarian Farfetch'd","Rock Smash","Brave Bird","9.955","139","19.25","1674"
"Galarian Mr. Mime","Confusion","Psybeam","9.955","193.2","20.9","2068"
"Golduck","Water Gun","Cross Chop","9.955","250.7","22.3","2450"
"Porygon2","Lock-On","Zap Cannon","9.955","286.9","23.07","2711"
"Zygarde (Complete Forme)","Bite","Bulldoze","9.955","619.6","27.96","3722"
"Alolan Sandslash","Metal Claw","Drill Run","9.954","284.3","23.01","2432"
"Shadow Slowpoke","Confusion","Psychic","9.953","144.4","19.42","1226"
"Shadow Slowpoke","Water Gun","Psychic","9.953","144.4","19.42","1226"
"Orbeetle","Confusion","Bug Buzz","9.952","299.4","23.31","2223"
"Raichu","Volt Switch","Skull Bash","9.95","194.9","20.93","2182"
"Shadow Gloom","Acid","Moonblast","9.95","147.7","19.53","1681"
"Cloyster","Frost Breath","Aurora Beam","9.949","284.4","23.01","2547"
"Larvesta","Ember","Bug Buzz","9.949","135.6","19.12","1496"
"Machoke","Low Kick","Brick Break","9.949","198.1","21.02","2031"
"Mew","Steel Wing","Ancient Power","9.946","372.7","24.61","3265"
"Swampert","Mud Shot","Sludge Wave","9.945","314.7","23.59","2974"
"Drifblim","Hex","Ominous Wind","9.944","264","22.57","2382"
"Gourgeist - Small Size","Hex","Seed Bomb","9.944","260","22.49","2254"
"Krokorok","Bite","Earthquake","9.943","123.2","18.65","1418"
"Hisuian Electrode","Thunder Shock","Energy Ball","9.941","224","21.66","2149"
"Hippowdon","Thunder Fang","Stone Edge","9.94","360.9","24.4","3085"
"Mew","Frost Breath","Stone Edge","9.939","372.4","24.59","3265"
"Starmie","Hidden Power (Fire)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Fighting)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Flying)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Grass)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Poison)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Electric)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Ground)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Rock)","Power Gem","9.939","233.3","21.88","2584"
"Starmie","Hidden Power (Ice)","Power Gem","9.939","233.3","21.88","2584"
